client_id,activity_date,total_orders,total_revenue,avg_order_value,return_rate,days_since_last_order,product_categories_used,device_type,has_app_installed,email_open_rate,discount_usage_pct,reviews_written,country,churned
E000270,2026-05-02,4,147.33,36.83,0.153,28.0,1,mobile,True,0.307,0.22,0,US,0
E000271,2026-04-29,7,170.19,24.31,0.083,31.0,7,mobile,True,0.178,0.52,0,US,0
E000272,2026-05-12,10,101.45,10.14,0.049,18.0,6,mobile,False,0.786,0.102,0,US,0
E000273,2026-05-13,8,338.56,42.32,0.145,17.0,4,mobile,False,0.659,0.349,1,US,0
E000274,2026-05-09,4,116.44,29.11,0.322,21.0,5,desktop,False,0.399,0.299,1,Other,0
E000275,2026-05-10,9,944.21,104.91,0.029,20.0,2,desktop,True,0.564,0.143,0,US,0
E000276,2026-05-12,9,166.81,18.53,0.017,18.0,5,mobile,False,0.591,0.542,1,US,1
E000277,2026-05-10,12,544.48,45.37,0.271,20.0,4,mobile,False,0.495,0.079,1,IN,0
E000278,2026-05-02,5,,56.18,0.167,28.0,4,mobile,True,0.177,0.478,0,FR,0
E000279,2026-05-08,12,651.48,54.29,0.497,22.0,5,desktop,True,0.332,0.322,0,UK,0
E000280,2026-05-09,8,190.07,23.76,0.177,21.0,3,desktop,False,0.418,0.435,2,FR,1
E000281,2026-05-02,16,528.11,33.01,0.124,28.0,4,mobile,False,0.398,0.272,0,Other,1
E000282,2026-05-05,6,333.76,55.63,0.314,25.0,3,mobile,True,0.204,0.266,0,US,1
E000283,2026-05-08,5,185.29,37.06,0.083,22.0,5,mobile,True,0.544,0.246,0,US,1
E000284,2026-05-07,11,588.45,53.5,0.224,23.0,5,mobile,True,0.619,0.132,2,IN,0
E000285,2026-05-06,8,111.43,13.93,0.138,24.0,3,desktop,False,0.437,0.268,0,IN,1
E000286,2026-05-01,9,312.9,34.77,0.096,29.0,2,mobile,False,,0.461,1,Other,1
E000287,2026-05-04,11,748.83,68.08,0.168,26.0,2,mobile,True,0.22,0.442,1,US,1
E000288,2026-05-03,12,453.03,37.75,0.182,27.0,5,mobile,False,0.364,0.485,1,Other,0
E000289,2026-05-06,2,20.01,10.01,0.141,24.0,7,mobile,False,0.462,0.309,1,US,1
E000290,2026-05-04,9,432.34,48.04,0.271,26.0,6,mobile,True,0.489,0.411,1,BR,0
E000291,2026-05-03,9,336.0,37.33,0.147,27.0,6,desktop,True,0.384,0.257,1,Other,0
E000292,2026-05-03,7,165.6,23.66,0.115,27.0,3,mobile,True,0.613,0.234,0,US,0
E000293,2026-05-01,8,672.08,84.01,0.16,29.0,1,tablet,True,0.165,0.214,1,US,1
E000294,2026-05-02,6,466.09,77.68,0.256,28.0,8,mobile,False,0.26,0.283,1,DE,1
E000295,2026-05-06,11,321.82,29.26,0.266,24.0,4,desktop,False,0.424,0.367,0,IN,0
E000296,2026-05-16,9,457.92,50.88,0.067,14.0,4,tablet,False,,0.235,2,US,0
E000297,2026-05-11,7,296.69,42.38,0.071,19.0,3,tablet,True,0.591,0.13,0,IN,0
E000298,2026-05-07,5,131.57,26.31,0.15,23.0,4,desktop,False,0.141,0.327,0,US,0
E000299,2026-05-08,6,614.26,102.38,0.341,22.0,6,desktop,True,0.236,0.369,0,UK,0
E000300,2026-05-08,11,324.67,29.52,0.251,22.0,5,desktop,True,0.378,0.147,0,US,1
E000301,2026-05-06,6,231.08,38.51,0.339,24.0,6,desktop,True,0.534,0.073,0,Other,0
E000302,2026-04-30,11,372.12,33.83,0.087,30.0,3,mobile,False,0.366,0.598,1,US,1
E000303,2026-05-01,10,525.02,52.5,0.386,29.0,5,mobile,False,0.386,0.154,1,DE,1
E000304,2026-05-07,6,817.48,136.25,0.164,23.0,4,mobile,False,0.508,0.121,0,US,0
E000305,2026-05-10,5,453.75,90.75,0.25,20.0,2,desktop,False,,0.244,0,Other,0
E000306,2026-05-11,7,1238.75,176.96,0.132,19.0,2,mobile,True,0.387,0.057,2,IN,1
E000307,2026-05-05,9,719.84,79.98,0.187,25.0,5,mobile,True,0.592,0.499,0,US,0
E000308,2026-05-05,7,450.53,64.36,0.193,25.0,2,desktop,False,0.406,0.207,2,US,0
E000309,2026-05-01,11,81.43,7.4,0.155,29.0,5,mobile,False,0.713,0.253,1,US,1
E000310,2026-05-03,5,1574.2453936979377,58.91,0.014,27.0,2,mobile,False,0.238,0.141,0,UK,1
E000311,2026-05-06,5,153.06,30.61,0.101,24.0,7,mobile,True,0.443,0.245,1,IN,0
E000312,2026-05-02,6,129.31,21.55,0.167,28.0,5,mobile,False,0.523,0.522,1,DE,1
E000313,2026-04-23,9,289.15,32.13,0.21,37.0,2,mobile,True,0.205,0.107,0,UK,1
E000314,2026-05-04,9,304.9,33.88,,26.0,4,mobile,True,0.426,0.254,2,BR,1
E000315,2026-05-11,10,190.64,19.06,0.239,19.0,1,mobile,True,0.277,0.235,0,UK,0
E000316,2026-05-09,10,346.06,34.61,0.141,21.0,5,mobile,True,0.219,0.113,0,US,0
E000317,2026-05-06,9,1822.07,202.45,0.031,24.0,4,mobile,False,0.577,0.045,1,US,1
E000318,2026-04-29,15,239.32,15.95,0.186,31.0,2,desktop,False,0.117,0.468,4,US,0
E000319,2026-05-02,9,503.8,55.98,0.106,28.0,3,mobile,True,0.601,0.136,0,DE,0
E000320,2026-05-04,7,393.54,56.22,0.006,26.0,5,tablet,True,0.531,0.184,2,US,0
E000321,2026-05-07,8,466.51,58.31,0.188,23.0,3,tablet,False,0.518,0.319,0,DE,0
E000322,2026-05-08,5,224.13,44.83,0.222,22.0,6,mobile,False,0.181,0.458,0,US,1
E000323,2026-05-04,7,436.66,62.38,0.016,133.08528788984606,4,mobile,True,0.548,0.46,1,FR,1
E000324,2026-04-29,8,135.1,16.89,0.303,31.0,6,mobile,True,0.457,0.289,2,US,0
E000325,2026-05-01,10,317.3,31.73,0.078,29.0,6,desktop,False,0.37,0.444,0,UK,1
E000326,2026-04-29,10,382.76,38.28,0.107,31.0,5,desktop,False,0.177,0.216,2,US,1
E000327,2026-05-08,8,1420.65,177.58,0.024,22.0,4,desktop,True,0.707,0.388,1,US,0
E000328,2026-05-03,5,167.23,33.45,0.143,27.0,5,mobile,False,0.459,0.398,2,US,0
E000329,2026-05-10,7,159.4,22.77,0.04,20.0,2,desktop,False,0.521,0.194,0,UK,0
E000330,2026-05-09,9,687.6,76.4,0.049,21.0,2,mobile,True,0.495,0.581,2,BR,0
E000331,2026-05-02,6,542.1,90.35,0.087,28.0,2,desktop,False,0.532,0.116,2,US,0
E000332,2026-04-30,7,320.16,45.74,,30.0,4,mobile,False,0.231,0.358,0,BR,1
E000333,2026-05-07,5,64.46,12.89,0.124,23.0,4,desktop,False,,0.103,2,DE,0
E000334,2026-05-04,5,228.58,45.72,0.353,26.0,2,desktop,False,0.371,0.419,0,UK,0
E000335,2026-05-15,11,312.43,28.4,0.025,15.0,5,mobile,True,0.223,0.22,1,DE,0
E000336,2026-05-06,8,402.33,50.29,0.016,24.0,2,desktop,False,0.334,0.143,1,US,1
E000337,2026-05-06,14,370.2,26.44,0.111,24.0,8,mobile,False,0.528,0.351,1,BR,1
E000338,2026-05-02,6,251.75,41.96,0.203,28.0,4,desktop,True,0.529,0.377,1,BR,0
E000339,2026-05-07,8,228.98,28.62,0.411,23.0,5,mobile,False,,0.422,3,BR,1
E000340,2026-05-02,6,68.02,11.34,0.406,28.0,4,tablet,False,0.277,0.104,2,US,1
E000341,2026-05-01,8,745.36,93.17,,29.0,3,mobile,False,0.381,0.153,0,FR,1
E000342,2026-05-06,4,86.07,21.52,0.37,24.0,4,tablet,False,0.713,0.258,0,US,1
E000343,2026-05-13,11,524.11,47.65,0.024,17.0,3,desktop,True,0.602,0.323,1,UK,0
E000344,2026-05-12,6,829.36,138.23,0.236,18.0,5,desktop,True,0.403,0.307,1,US,0
E000345,2026-05-02,5,127.42,25.48,0.261,28.0,4,desktop,True,0.568,0.466,2,US,1
E000346,2026-05-03,9,576.51,64.06,0.031,27.0,3,desktop,False,0.369,0.258,1,FR,0
E000347,2026-05-10,5,110.01,22.0,0.158,20.0,3,tablet,False,0.27,0.329,1,IN,0
E000348,2026-05-13,13,826.8,63.6,0.184,17.0,4,mobile,False,,0.237,1,US,0
E000349,2026-05-08,12,370.29,30.86,0.296,22.0,2,desktop,True,0.457,0.411,1,DE,0
E000350,2026-05-08,11,118.99,10.82,0.038,22.0,5,mobile,False,0.63,0.505,1,FR,1
E000351,2026-05-07,6,423.02,70.5,0.101,23.0,4,desktop,False,0.152,0.078,0,Other,0
E000352,2026-05-07,7,267.17,38.17,0.346,23.0,6,mobile,False,0.269,0.32,0,FR,1
E000353,2026-05-06,13,734.87,56.53,0.149,24.0,6,desktop,False,0.448,0.324,1,US,0
E000354,2026-05-05,13,612.02,47.08,0.179,25.0,2,desktop,False,0.265,0.285,1,US,0
E000355,2026-05-07,6,155.08,25.85,0.183,23.0,2,mobile,True,0.197,0.443,0,FR,0
E000356,2026-05-03,11,975.21,88.66,0.291,27.0,4,mobile,True,0.315,0.405,0,US,0
E000357,2026-05-14,9,498.2,55.36,0.153,16.0,6,desktop,True,0.439,0.254,0,Other,0
E000358,2026-05-01,14,388.06,27.72,0.244,29.0,3,desktop,True,0.217,0.165,0,Other,0
E000359,2026-05-04,9,381.86,42.43,0.206,26.0,3,mobile,False,0.266,0.347,0,Other,0
E000360,2026-05-10,6,773.17,128.86,0.21,20.0,3,desktop,True,0.313,0.297,5,US,0
E000361,2026-05-07,8,296.47,37.06,0.324,23.0,2,tablet,True,0.552,0.287,1,BR,0
E000362,2026-05-10,9,339.61,37.73,0.118,,3,mobile,True,0.722,0.246,0,FR,0
E000363,2026-05-13,8,936.43,117.05,0.252,17.0,3,mobile,False,0.208,0.139,1,US,0
E000364,2026-05-05,8,1862.88,232.86,0.109,25.0,2,mobile,False,0.489,0.216,0,US,1
E000365,2026-04-29,9,210.87,23.43,0.6,31.0,2,desktop,False,0.394,0.217,0,US,1
E000366,2026-05-05,9,370.14,41.13,0.03,25.0,4,mobile,False,0.285,0.087,2,US,1
E000367,2026-05-02,11,453.81,41.26,0.113,28.0,4,desktop,False,0.328,0.317,2,Other,1
E000368,2026-05-10,11,962.91,87.54,0.2,20.0,5,desktop,False,0.648,0.147,1,IN,0
E000369,2026-04-29,5,714.79,142.96,0.039,31.0,5,mobile,False,0.53,0.386,0,US,0
E000370,2026-05-10,11,414.63,37.69,0.036,20.0,5,desktop,False,0.397,0.346,0,DE,1
E000371,2026-04-23,11,137.45,12.5,0.109,37.0,3,desktop,False,0.242,0.455,1,US,0
E000372,2026-05-02,4,172.55,43.14,0.042,28.0,4,mobile,True,0.305,0.453,0,US,0
E000373,2026-05-10,6,250.39,41.73,0.174,20.0,5,mobile,False,0.483,0.437,0,US,1
E000374,2026-05-13,12,1067.32,88.94,0.108,17.0,2,mobile,False,0.549,0.135,1,FR,1
E000375,2026-05-01,9,162.26,18.03,0.108,29.0,6,mobile,True,0.746,0.461,0,FR,0
E000376,2026-05-05,9,279.65,31.07,0.071,,6,mobile,False,0.369,0.226,1,IN,1
E000377,2026-04-27,6,588.67,98.11,0.03,33.0,3,tablet,False,0.311,0.203,0,IN,0
E000378,2026-04-22,3,,59.7,0.008,38.0,6,mobile,False,0.643,0.259,3,US,0
E000379,2026-05-01,9,442.11,49.12,0.427,29.0,4,mobile,False,0.298,0.198,2,BR,1
E000380,2026-05-02,8,484.55,60.57,0.158,28.0,6,desktop,False,0.396,0.15,0,US,1
E000381,2026-04-19,11,446.36,40.58,0.043,41.0,6,desktop,False,0.667,0.189,2,US,1
E000382,2026-05-08,10,196.75,19.67,0.044,22.0,2,tablet,False,0.172,0.043,1,UK,0
E000383,2026-05-06,12,523.31,43.61,0.315,24.0,3,desktop,True,0.825,0.016,0,US,1
E000384,2026-05-08,8,381.84,47.73,0.11,22.0,5,mobile,True,0.328,0.486,2,US,0
E000385,2026-05-08,6,1045.78,174.3,0.134,22.0,5,mobile,False,0.43,0.324,0,US,0
E000386,2026-04-26,3,108.88,36.29,0.167,34.0,3,tablet,False,0.246,0.27,0,US,0
E000387,2026-05-05,11,709.57,64.51,0.252,25.0,5,desktop,False,0.271,0.332,1,Other,0
E000388,2026-04-30,6,343.23,57.2,0.267,30.0,3,tablet,False,0.445,0.435,1,US,1
E000389,2026-05-09,9,847.13,94.13,0.388,21.0,4,mobile,True,0.65,0.562,2,UK,0
E000390,2026-05-03,11,480.75,43.7,0.163,27.0,2,desktop,False,0.473,0.082,0,Other,1
E000391,2026-05-14,12,291.12,24.26,0.013,16.0,4,desktop,False,0.269,0.624,0,DE,0
E000392,2026-05-06,10,4745.96,474.6,0.122,24.0,7,mobile,False,0.308,0.275,0,UK,0
E000393,2026-05-14,7,104.65,14.95,0.079,16.0,2,desktop,True,0.726,0.28,0,Other,0
E000394,2026-05-05,9,245.91,27.32,0.009,25.0,4,desktop,False,0.65,0.224,0,US,0
E000395,2026-05-01,12,454.57,37.88,0.052,29.0,3,mobile,False,0.413,0.142,1,US,1
E000396,2026-05-10,6,944.34,157.39,0.061,20.0,7,mobile,False,0.357,0.195,2,DE,0
E000397,2026-05-11,9,271.28,30.14,0.232,19.0,6,desktop,True,0.347,0.097,0,UK,1
E000398,2026-05-09,7,147.14,21.02,0.187,21.0,5,mobile,True,0.483,0.441,1,IN,1
E000399,2026-05-04,11,628.1,57.1,0.312,26.0,4,mobile,True,0.368,0.267,0,US,0
E000400,2026-04-30,4,429.77,107.44,0.17,30.0,2,mobile,False,0.338,0.228,2,DE,0
E000401,2026-05-04,5,87.33,17.47,0.206,26.0,4,mobile,False,0.248,0.296,0,BR,0
E000402,2026-04-29,9,582.07,64.67,0.136,31.0,5,tablet,False,0.639,0.343,0,Other,1
E000403,2026-05-05,7,395.4,56.49,0.175,25.0,1,desktop,False,0.398,0.169,0,US,1
E000404,2026-05-06,5,118.88,23.78,0.074,24.0,4,mobile,True,0.149,0.209,1,US,0
E000405,2026-05-06,10,187.97,18.8,0.401,24.0,6,tablet,True,0.279,0.094,0,Other,0
E000406,2026-05-10,3,155.17,51.72,0.266,20.0,6,desktop,False,0.427,0.284,2,FR,0
E000407,2026-05-06,9,216.47,24.05,0.04,24.0,5,mobile,False,0.787,0.316,0,US,0
E000408,2026-05-04,5,186.22,37.24,0.064,26.0,1,desktop,False,0.429,0.147,0,US,0
E000409,2026-05-06,8,862.05,107.76,,24.0,9,mobile,False,0.642,0.289,0,IN,0
E000410,2026-05-11,7,362.44,51.78,0.123,19.0,3,tablet,False,0.417,0.284,2,DE,1
E000411,2026-05-11,6,210.68,35.11,0.094,19.0,2,desktop,False,0.363,0.143,2,DE,0
E000412,2026-05-06,11,2135.57,194.14,0.222,24.0,7,desktop,False,0.361,0.301,2,IN,0
E000413,2026-05-05,9,533.55,59.28,0.155,25.0,7,mobile,True,0.249,0.236,2,US,0
E000414,2026-04-28,7,200.32,28.62,0.232,32.0,5,desktop,True,,0.545,0,US,0
E000415,2026-05-02,4,264.87,66.22,0.042,28.0,1,mobile,False,0.43,0.276,0,DE,1
E000416,2026-04-30,8,733.34,91.67,0.161,30.0,6,mobile,False,0.232,0.298,0,Other,1
E000417,2026-04-30,7,482.51,68.93,0.101,30.0,4,mobile,True,0.661,0.56,2,US,0
E000418,2026-05-07,3,261.85,87.28,0.273,23.0,6,desktop,True,0.566,0.299,1,FR,1
E000419,2026-05-05,8,813.31,101.66,0.274,25.0,7,mobile,False,0.391,0.382,0,US,0
E000420,2026-05-01,3,118.61,39.54,0.068,29.0,3,tablet,True,0.644,0.419,0,US,0
E000421,2026-05-06,7,795.5,113.64,0.182,24.0,2,desktop,False,0.684,0.164,1,Other,0
E000422,2026-05-10,3,394.12,131.37,0.011,20.0,2,mobile,False,0.114,0.641,0,US,0
E000423,2026-05-12,7,358.9,51.27,0.058,18.0,3,mobile,False,0.592,0.569,1,US,0
E000424,2026-05-03,8,1708.46,213.56,0.111,,5,mobile,True,0.347,0.187,1,BR,0
E000425,2026-04-26,3,99.8,33.27,0.146,34.0,6,desktop,False,0.261,0.451,0,US,1
E000426,2026-05-01,9,316.15,35.13,0.086,29.0,4,desktop,False,0.244,0.3,0,US,1
E000427,2026-05-07,7,125.81,17.97,0.401,23.0,5,mobile,True,0.502,0.255,3,IN,0
E000428,2026-05-09,11,521.06,47.37,0.008,,4,desktop,False,0.52,0.137,1,US,1
E000429,2026-05-05,6,185.68,30.95,0.329,25.0,2,mobile,True,0.55,0.225,1,FR,0
E000430,2026-05-06,11,346.65,31.51,0.189,24.0,2,desktop,False,0.488,0.142,1,US,0
E000431,2026-04-30,9,603.37,67.04,0.136,,2,tablet,False,0.445,0.115,1,US,0
E000432,2026-04-26,6,170.9,28.48,0.209,34.0,4,desktop,False,,0.231,1,FR,1
E000433,2026-05-07,7,229.38,32.77,0.164,23.0,8,desktop,False,0.593,0.484,1,US,0
E000434,2026-05-08,9,1007.79,111.98,0.406,22.0,3,desktop,False,0.847,0.266,0,IN,0
E000435,2026-05-09,8,160.22,20.03,0.151,21.0,3,mobile,False,0.7,0.209,0,Other,1
E000436,2026-05-15,8,770.24,96.28,0.136,15.0,2,mobile,False,0.381,0.651,0,IN,0
E000437,2026-05-04,7,1393.88,199.13,0.148,26.0,2,mobile,True,0.66,0.234,1,US,0
E000438,2026-05-08,3,393.33,131.11,0.004,22.0,1,mobile,False,0.563,0.241,0,US,0
E000439,2026-04-29,6,,27.24,0.288,31.0,2,desktop,False,,0.522,1,Other,1
E000440,2026-05-11,9,126.48,14.05,0.05,19.0,5,desktop,True,0.484,0.119,0,UK,0
E000441,2026-05-14,14,3847.8702065706357,34.52,0.021,16.0,2,desktop,False,0.451,0.262,2,BR,0
E000442,2026-05-11,4,125.15,31.29,0.058,,3,mobile,True,0.314,0.097,0,IN,0
E000443,2026-04-23,11,131.04,11.91,0.164,37.0,4,desktop,True,0.36,0.091,0,US,0
E000444,2026-05-04,10,230.26,23.03,0.079,26.0,4,mobile,True,0.618,0.376,1,US,0
E000445,2026-05-09,4,145.65,36.41,0.501,21.0,6,mobile,False,0.162,0.429,1,FR,0
E000446,2026-05-07,7,500.36,71.48,0.316,23.0,3,desktop,True,0.303,0.039,0,DE,0
E000447,2026-05-06,13,701.91,53.99,0.215,24.0,3,tablet,True,0.415,0.465,1,US,1
E000448,2026-05-03,12,500.19,41.68,0.143,27.0,5,desktop,False,0.372,0.194,2,DE,1
E000449,2026-04-30,16,1101.58,68.85,0.46,30.0,4,mobile,False,0.229,0.416,2,IN,0
E000450,2026-05-07,11,531.12,48.28,0.073,23.0,2,desktop,False,0.32,0.064,1,US,0
E000451,2026-05-05,7,278.7,39.81,0.126,25.0,4,mobile,True,0.295,0.238,1,US,0
E000452,2026-05-11,5,59.19,11.84,0.031,19.0,6,desktop,True,0.274,0.329,0,BR,0
E000453,2026-05-03,6,155.93,25.99,0.071,27.0,2,desktop,False,0.572,0.377,0,IN,0
E000454,2026-04-24,11,559.07,50.82,,36.0,3,mobile,True,0.581,0.336,1,Other,0
E000455,2026-05-10,8,120.84,15.1,0.014,20.0,3,mobile,False,0.701,0.187,1,US,0
E000456,2026-05-04,7,675.89,96.56,0.072,26.0,5,mobile,False,0.336,0.312,0,Other,1
E000457,2026-04-27,5,239.74,47.95,0.191,33.0,3,tablet,True,0.507,0.343,5,BR,0
E000458,2026-05-05,9,1531.85,170.21,0.13,25.0,4,mobile,False,0.743,0.308,4,BR,1
E000459,2026-04-27,8,405.06,50.63,0.182,33.0,2,desktop,False,0.288,0.628,0,US,0
E000460,2026-05-11,12,725.07,60.42,0.121,19.0,6,desktop,True,0.759,0.355,1,US,0
E000461,2026-05-07,9,189.09,21.01,,23.0,3,desktop,False,0.832,0.305,3,UK,0
E000462,2026-05-06,10,1251.1,125.11,0.181,24.0,8,mobile,False,0.331,0.463,1,US,1
E000463,2026-05-03,12,785.72,65.48,0.15,,2,tablet,True,0.178,0.134,0,US,0
E000464,2026-05-09,7,315.37,45.05,0.145,21.0,4,mobile,False,0.731,0.479,1,Other,0
E000465,2026-05-14,8,553.16,69.15,0.064,16.0,2,desktop,False,0.271,0.401,1,US,0
E000466,2026-05-12,9,389.94,43.33,0.099,18.0,2,desktop,False,0.226,0.122,1,Other,0
E000467,2026-05-08,6,145.14,24.19,0.061,22.0,2,desktop,False,0.178,0.336,0,UK,1
E000468,2026-05-12,8,236.59,29.57,0.055,18.0,2,tablet,False,0.431,0.226,2,IN,0
E000469,2026-05-06,6,324.6,54.1,0.123,24.0,7,mobile,True,0.458,0.243,2,US,0
E000470,2026-04-28,10,1460.42,146.04,0.164,32.0,2,mobile,False,0.463,0.584,0,FR,1
E000471,2026-05-10,6,186.41,31.07,0.253,20.0,4,mobile,False,0.535,0.306,0,DE,1
E000472,2026-05-04,12,881.84,73.49,0.38,26.0,3,mobile,True,0.285,0.254,1,Other,0
E000473,2026-05-10,7,156.34,22.33,0.107,20.0,6,mobile,True,0.423,0.118,1,US,0
E000474,2026-04-28,5,328.57,65.71,0.459,32.0,8,mobile,True,0.543,0.303,2,US,0
E000475,2026-05-06,5,312.74,62.55,0.104,24.0,4,mobile,True,0.457,0.097,2,Other,0
E000476,2026-05-07,12,317.96,26.5,0.208,23.0,5,mobile,False,0.457,0.144,1,US,1
E000477,2026-05-12,5,333.68,66.74,0.267,18.0,4,mobile,True,0.391,0.035,1,FR,1
E000478,2026-05-06,8,140.94,17.62,0.292,24.0,2,desktop,False,0.219,0.29,1,US,0
E000479,2026-05-13,9,398.08,44.23,0.094,17.0,3,desktop,False,0.534,0.536,0,US,0
E000480,2026-05-03,11,404.76,36.8,0.111,27.0,2,mobile,True,0.368,0.216,1,DE,1
E000481,2026-05-10,11,1212.38,110.22,0.075,20.0,1,mobile,False,0.266,0.482,1,DE,1
E000482,2026-05-14,12,437.77,36.48,0.043,16.0,2,mobile,False,0.122,0.188,1,DE,0
E000483,2026-05-04,10,1077.46,107.75,0.128,,3,desktop,True,0.457,0.537,0,UK,0
E000484,2026-05-13,8,849.09,106.14,0.136,17.0,3,mobile,True,0.588,0.112,0,BR,0
E000485,2026-05-08,9,1675.92,186.21,0.102,22.0,3,mobile,False,0.544,0.032,4,Other,0
E000486,2026-05-09,5,39.01,7.8,0.102,21.0,3,mobile,False,,0.686,1,US,1
E000487,2026-04-27,8,438.05,54.76,0.155,33.0,3,mobile,False,0.506,0.256,3,US,1
E000488,2026-05-08,8,931.44,116.43,0.176,22.0,3,mobile,False,0.419,0.218,2,US,1
E000489,2026-04-30,6,357.08,59.51,0.231,30.0,3,desktop,False,0.165,0.089,0,BR,0
E000490,2026-05-04,5,227.19,45.44,0.349,83.94995422284205,5,desktop,False,,0.227,1,US,1
E000491,2026-05-05,9,555.77,61.75,0.045,25.0,3,desktop,False,0.226,0.628,0,FR,1
E000492,2026-05-02,11,300.1,27.28,0.1,28.0,8,desktop,False,0.401,0.536,1,UK,1
E000493,2026-04-27,9,1249.96,138.88,0.153,33.0,4,desktop,True,,0.665,1,DE,0
E000494,2026-05-07,8,336.18,42.02,0.081,23.0,1,mobile,False,0.268,0.044,0,IN,0
E000495,2026-05-10,11,389.94,35.45,0.17,20.0,3,desktop,False,0.309,0.155,0,UK,0
E000496,2026-05-05,4,35.47,8.87,0.223,25.0,2,mobile,False,0.633,0.686,0,UK,0
E000497,2026-05-03,5,383.17,76.63,0.089,27.0,2,mobile,True,0.336,0.367,0,US,1
E000498,2026-05-06,10,179.49,17.95,0.323,178.84549016240982,3,desktop,False,0.585,0.509,0,UK,0
E000499,2026-05-09,12,1481.28,123.44,0.078,21.0,5,mobile,True,0.244,0.041,1,US,1
E000500,2026-05-03,9,847.1,94.12,0.056,,2,mobile,False,0.202,0.229,1,IN,1
E000501,2026-05-06,11,425.09,38.64,0.299,24.0,4,desktop,True,0.75,0.107,1,US,0
E000502,2026-05-02,4,44.33,11.08,0.11,28.0,1,desktop,False,0.456,0.296,1,US,1
E000503,2026-05-07,9,238.33,26.48,0.135,23.0,7,tablet,True,0.229,0.142,0,US,0
E000504,2026-05-09,10,496.64,49.66,0.135,21.0,5,mobile,False,0.281,0.091,2,DE,1
E000505,2026-05-04,7,331.29,47.33,0.223,26.0,1,mobile,False,0.477,0.098,1,Other,1
E000506,2026-05-03,10,273.02,27.3,0.386,27.0,5,desktop,True,0.493,0.41,2,US,1
E000507,2026-05-12,9,1218.84,135.43,0.061,18.0,3,mobile,False,0.323,0.406,2,US,0
E000508,2026-05-09,5,117.1,23.42,0.291,21.0,5,desktop,False,0.269,0.04,2,UK,0
E000509,2026-05-02,12,131.68,10.97,0.118,28.0,4,mobile,False,0.529,0.192,0,Other,1
E000510,2026-05-08,7,532.58,76.08,0.219,22.0,6,mobile,False,0.379,0.104,0,IN,0
E000511,2026-05-04,3,221.09,73.7,0.207,26.0,1,mobile,False,0.286,0.036,2,US,1
E000512,2026-05-02,10,371.01,37.1,0.099,28.0,4,desktop,False,0.392,0.214,0,DE,0
E000513,2026-05-01,15,567.56,37.84,0.182,29.0,1,mobile,False,0.436,0.25,0,IN,1
E000514,2026-05-04,9,349.5,38.83,0.338,198.78578037018087,9,mobile,False,0.59,0.291,0,BR,0
E000515,2026-04-29,7,240.01,34.29,0.171,31.0,3,mobile,False,0.622,0.542,0,UK,1
E000516,2026-05-08,12,946.63,78.89,0.018,22.0,7,mobile,False,0.818,0.494,0,BR,0
E000517,2026-05-01,5,249.17,49.83,0.133,29.0,10,mobile,False,0.362,0.472,0,DE,0
E000518,2026-05-05,8,209.3,26.16,0.05,25.0,3,desktop,False,0.321,0.201,1,US,0
E000519,2026-05-04,9,765.75,85.08,0.028,183.7080853418386,5,mobile,False,0.696,0.209,1,US,1
E000520,2026-05-11,6,653.46,108.91,0.127,19.0,8,desktop,False,0.442,0.666,1,US,0
E000521,2026-05-07,12,574.47,47.87,,23.0,7,desktop,True,0.614,0.184,1,US,0
E000522,2026-05-03,6,264.57,44.09,0.267,27.0,4,mobile,False,0.288,0.273,4,US,1
E000523,2026-05-02,6,548.2,91.37,0.251,28.0,1,mobile,False,0.742,0.221,1,IN,0
E000524,2026-05-09,8,1227.84,153.48,0.202,21.0,3,desktop,True,0.654,0.127,0,IN,0
E000525,2026-04-29,7,233.36,33.34,0.059,31.0,4,mobile,True,0.462,0.425,0,US,0
E000526,2026-05-05,8,369.66,46.21,0.108,25.0,2,mobile,True,0.596,0.347,2,US,1
E000527,2026-05-04,7,342.56,48.94,,26.0,5,tablet,False,0.461,0.327,0,FR,0
E000528,2026-05-04,7,277.25,39.61,0.013,26.0,5,tablet,True,0.411,0.123,2,UK,0
E000529,2026-05-06,7,345.92,49.42,0.182,24.0,4,desktop,True,0.476,0.279,0,US,0
E000530,2026-04-27,6,2415.78,402.63,0.221,33.0,2,mobile,True,0.419,0.023,1,IN,0
E000531,2026-05-02,13,458.11,35.24,0.051,28.0,5,desktop,True,0.042,0.208,2,US,0
E000532,2026-05-06,9,880.7,97.86,0.153,24.0,7,desktop,True,0.214,0.327,2,US,0
E000533,2026-05-08,9,229.54,25.5,0.023,22.0,5,mobile,True,0.341,0.28,1,BR,0
E000534,2026-05-08,8,270.04,33.75,0.244,22.0,1,desktop,False,0.547,0.368,0,DE,0
E000535,2026-05-08,6,,5.13,0.8091176895840422,22.0,2,mobile,False,0.63,0.156,1,US,0
E000536,2026-05-10,6,263.95,43.99,0.173,20.0,3,mobile,False,0.535,0.326,1,FR,0
E000537,2026-05-06,10,176.04,17.6,0.151,24.0,5,mobile,True,0.816,0.236,2,Other,0
E000538,2026-05-06,4,211.49,52.87,0.244,24.0,4,mobile,True,0.62,0.467,1,US,0
E000539,2026-05-07,13,454.56,34.97,0.039,23.0,2,mobile,True,0.239,0.115,1,FR,0
